HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.experiment,Input.reward,Input.rose_cost,Input.daisy_cost,Input.tulip_cost,Input.flower_cost,Answer.Age,Answer.English,Answer.Gender,Answer.Language,Answer.daisy,Answer.experiment,Answer.rose,Answer.tulip,Answer.sanity,Answer.Comments
3KVQ0UJWPXLV4CGLFVTYR3PC3GI5WD,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3OLF68YTN91SLG40A4FHKAFJ4UUAF9,A26GD7O74RXO5U,Approved,Sat Dec 26 11:03:18 PST 2015,Sat Dec 26 11:07:22 PST 2015,Tue Dec 29 11:07:22 PST 2015,Sun Dec 27 07:27:23 PST 2015,,,244,100% (1/1),100% (1/1),100% (1/1),2,0.85,0.6,1.02,2.5,0.8,31,Yes,Female,Bengali,1,2,0,1,1,
3KVQ0UJWPXLV4CGLFVTYR3PC3GI5WD,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3OLQQLKKNSPBGV789Z8OVRX2IKGJEV,A2C7UETA9SL9SK,Approved,Sat Dec 26 20:22:41 PST 2015,Sat Dec 26 20:23:39 PST 2015,Tue Dec 29 20:23:39 PST 2015,Sun Dec 27 07:27:23 PST 2015,,,58,100% (1/1),100% (1/1),100% (1/1),2,0.85,0.6,1.02,2.5,0.8,27,No,Female,English,0.89,2,0,1,0.89,
3KVQ0UJWPXLV4CGLFVTYR3PC3GI5WD,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3S4AW7T80BIZJJYFNE8O2KY39KR4LC,A1IM92Q6UK32DV,Approved,Sat Dec 26 19:55:25 PST 2015,Sat Dec 26 20:00:59 PST 2015,Tue Dec 29 20:00:59 PST 2015,Sun Dec 27 07:27:24 PST 2015,,,334,100% (2/2),100% (1/1),100% (1/1),2,0.85,0.6,1.02,2.5,0.8,35,No,Male,English,0.21,2,0.17,0.16,0.12,
3KVQ0UJWPXLV4CGLFVTYR3PC3GI5WD,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3SKRO2GZ71R77EJEFWDLPMEL816K18,A3IHLWMZNBLUR4,Approved,Sun Dec 27 10:46:22 PST 2015,Sun Dec 27 10:49:21 PST 2015,Wed Dec 30 10:49:21 PST 2015,2015-12-30 18:53:14 UTC,,,179,100% (1/1),100% (1/1),100% (1/1),2,0.85,0.6,1.02,2.5,0.8,53,Yes,Female,English,0,2,0,0,1,I loved this task!
3KVQ0UJWPXLV4CGLFVTYR3PC3GI5WD,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3VA45EW49NNQX54TDO5EW3VUS5KO1Y,A248ARSA6FS20S,Approved,Sat Dec 26 19:06:22 PST 2015,Sat Dec 26 19:07:34 PST 2015,Tue Dec 29 19:07:34 PST 2015,Sun Dec 27 07:27:24 PST 2015,,,72,100% (9/9),100% (9/9),100% (9/9),2,0.85,0.6,1.02,2.5,0.8,54,No,Male,English,0.68,2,0,0.87,1,None
3Y3CZJSZ9KTQWGZZG1JS44HVB13R5W,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,30MVJZJNHMDULZGR1OS23DWRRJK9JN,A667L63P4M8NO,Approved,Sat Dec 26 08:11:44 PST 2015,Sat Dec 26 08:12:55 PST 2015,Tue Dec 29 08:12:55 PST 2015,Sun Dec 27 07:28:34 PST 2015,,,71,100% (2/2),100% (1/1),100% (1/1),3,0.85,0.8,1.4,1.65,0.8,34,Yes,Female,English,0.91,3,0.16,0.84,1,
3Y3CZJSZ9KTQWGZZG1JS44HVB13R5W,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,30OG32W0SUB7ZLYTOX0GOYEJR08EN9,A1Y3VYHOYKZ1D7,Approved,Sat Dec 26 09:04:46 PST 2015,Sat Dec 26 09:06:44 PST 2015,Tue Dec 29 09:06:44 PST 2015,Sun Dec 27 07:28:34 PST 2015,,,118,100% (1/1),100% (1/1),100% (1/1),3,0.85,0.8,1.4,1.65,0.8,33,No,Male,english,1,3,0,1,1,n/a
3Y3CZJSZ9KTQWGZZG1JS44HVB13R5W,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,31N2WW6R9RQS1V5F1P07X21DYKAF3Q,AO5E3LWBYM72K,Approved,Sat Dec 26 14:49:35 PST 2015,Sat Dec 26 14:51:32 PST 2015,Tue Dec 29 14:51:32 PST 2015,Sun Dec 27 07:28:34 PST 2015,,,117,100% (1/1),100% (1/1),100% (1/1),3,0.85,0.8,1.4,1.65,0.8,25,No,Male,English,1,3,0,1,1,
3Y3CZJSZ9KTQWGZZG1JS44HVB13R5W,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,32SCWG5HIH43PRHRYUUAGZR1AHPP6Z,A2HR7ZIX42FEPG,Approved,Sat Dec 26 10:46:45 PST 2015,Sat Dec 26 10:47:07 PST 2015,Tue Dec 29 10:47:07 PST 2015,Sun Dec 27 07:28:34 PST 2015,,,22,100% (9/9),100% (9/9),100% (9/9),3,0.85,0.8,1.4,1.65,0.8,28,No,Female,english,0.13,3,0,0.17,0.8,
3Y3CZJSZ9KTQWGZZG1JS44HVB13R5W,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,37UEWGM5HT8TUIW95GMIQY0Z3OX1R5,A2I8VBHRESMG9S,Approved,Sat Dec 26 10:22:35 PST 2015,Sat Dec 26 10:24:30 PST 2015,Tue Dec 29 10:24:30 PST 2015,Sun Dec 27 07:28:34 PST 2015,,,115,100% (9/9),100% (9/9),100% (9/9),3,0.85,0.8,1.4,1.65,0.8,58,No,Male,English,0.27,3,0,0.3,1,
3Y3CZJSZ9KTQWGZZG1JS44HVB13R5W,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,37UEWGM5HT8TUIW95GMIQY0Z3S4R1A,A248ARSA6FS20S,Approved,Sat Dec 26 19:10:23 PST 2015,Sat Dec 26 19:11:01 PST 2015,Tue Dec 29 19:11:01 PST 2015,Sun Dec 27 07:28:34 PST 2015,,,38,100% (9/9),100% (9/9),100% (9/9),3,0.85,0.8,1.4,1.65,0.8,54,No,Male,English,0.67,3,0,0.78,1,None
3Y3CZJSZ9KTQWGZZG1JS44HVB13R5W,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3A1COHJ8NJVYGO2R8WJ3R4L1UL4H87,A1T79J0XQXDDGC,Approved,Sat Dec 26 10:31:15 PST 2015,Sat Dec 26 10:35:18 PST 2015,Tue Dec 29 10:35:18 PST 2015,Sun Dec 27 07:28:34 PST 2015,,,243,100% (1/1),100% (1/1),100% (1/1),3,0.85,0.8,1.4,1.65,0.8,31,Yes,Female,English,0.7,3,0,0.95,1,
3Y3CZJSZ9KTQWGZZG1JS44HVB13R5W,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3DL65MZB8DFO8H12Z7R28NK7S06ECB,A80PZ8RASZZJI,Approved,Sat Dec 26 19:59:38 PST 2015,Sat Dec 26 20:01:39 PST 2015,Tue Dec 29 20:01:39 PST 2015,Sun Dec 27 07:28:35 PST 2015,,,121,100% (1/1),100% (1/1),100% (1/1),3,0.85,0.8,1.4,1.65,0.8,24,No,Male,English,0.78,3,0.71,1,1,
3Y3CZJSZ9KTQWGZZG1JS44HVB13R5W,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3F0BG9B9MPNG25NX8RVLZ4K99XJY78,A3CCO4SVP8T75H,Approved,Sat Dec 26 13:31:04 PST 2015,Sat Dec 26 13:34:31 PST 2015,Tue Dec 29 13:34:31 PST 2015,Sun Dec 27 07:28:35 PST 2015,,,207,100% (1/1),100% (1/1),100% (1/1),3,0.85,0.8,1.4,1.65,0.8,38,No,Female,english,0,3,0,0,0.31,
3Y3CZJSZ9KTQWGZZG1JS44HVB13R5W,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3FQ5JJ512LOALLQ3KJBJMTROBXENKC,A2UF2FRGVW4T89,Approved,Sat Dec 26 12:56:07 PST 2015,Sat Dec 26 12:57:16 PST 2015,Tue Dec 29 12:57:16 PST 2015,Sun Dec 27 07:28:35 PST 2015,,,69,100% (9/9),100% (9/9),100% (9/9),3,0.85,0.8,1.4,1.65,0.8,42,No,Male,English,1,3,0.5,1,1,
3Y3CZJSZ9KTQWGZZG1JS44HVB13R5W,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3FQ5JJ512LOALLQ3KJBJMTROBXYNKW,A2OAZPREKF6PQR,Approved,Sat Dec 26 07:04:04 PST 2015,Sat Dec 26 07:04:36 PST 2015,Tue Dec 29 07:04:36 PST 2015,Sun Dec 27 07:28:35 PST 2015,,,32,100% (9/9),100% (9/9),100% (9/9),3,0.85,0.8,1.4,1.65,0.8,26,Yes,Female,Telugu,1,3,1,1,1,no
3Y3CZJSZ9KTQWGZZG1JS44HVB13R5W,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3I02618YA06OR27SUCSDW55HD3GUPF,A1BQBQG2GNY8AY,Approved,Sat Dec 26 14:01:47 PST 2015,Sat Dec 26 14:03:34 PST 2015,Tue Dec 29 14:03:34 PST 2015,Sun Dec 27 07:28:35 PST 2015,,,107,100% (1/1),100% (1/1),100% (1/1),3,0.85,0.8,1.4,1.65,0.8,54,No,Female,English,0,3,0,0,0,n/a
3Y3CZJSZ9KTQWGZZG1JS44HVB13R5W,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3IRIK4HM3AKKV28NTP84WZSUBYJ6CB,A3KOVCQYR8K3HY,Approved,Sat Dec 26 13:57:42 PST 2015,Sat Dec 26 13:59:00 PST 2015,Tue Dec 29 13:59:00 PST 2015,Sun Dec 27 07:28:35 PST 2015,,,78,100% (5/5),100% (5/5),100% (5/5),3,0.85,0.8,1.4,1.65,0.8,47,Yes,Female,English,0.88,3,0,0.84,0.78,I chose the least expensive options.
3Y3CZJSZ9KTQWGZZG1JS44HVB13R5W,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3K3R2QNK8B33ZFRLDNWGAF528ZEU90,ACVEFRSUAPSEQ,Approved,Sat Dec 26 06:54:46 PST 2015,Sat Dec 26 07:32:24 PST 2015,Tue Dec 29 07:32:24 PST 2015,Sun Dec 27 07:28:35 PST 2015,,,2258,100% (5/5),100% (1/1),100% (1/1),3,0.85,0.8,1.4,1.65,0.8,51,No,Male,English,1,3,0,1,1,
3Y3CZJSZ9KTQWGZZG1JS44HVB13R5W,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3LUY3GC63Z0MTRVWH4Z2MDRX5SCP71,A1XLGIFFGB01EU,Approved,Sat Dec 26 11:46:49 PST 2015,Sat Dec 26 11:47:46 PST 2015,Tue Dec 29 11:47:46 PST 2015,Sun Dec 27 07:28:35 PST 2015,,,57,100% (3/3),100% (1/1),100% (1/1),3,0.85,0.8,1.4,1.65,0.8,21,Yes,Male,cantonese,0,3,0,0,0,
3Y3CZJSZ9KTQWGZZG1JS44HVB13R5W,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3OS46CRSLFZGUBENK639MRGJW5X6V8,A3HTLXAPOBCVVO,Approved,Sat Dec 26 13:19:56 PST 2015,Sat Dec 26 13:22:46 PST 2015,Tue Dec 29 13:22:46 PST 2015,Sun Dec 27 07:28:36 PST 2015,,,170,100% (2/2),100% (1/1),100% (1/1),3,0.85,0.8,1.4,1.65,0.8,45,Yes,Female,English,1,3,0,0.38,1,
3Y3CZJSZ9KTQWGZZG1JS44HVB13R5W,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3P1L2B7AD1P3NC8X6YNXGI48Q78LOC,A3EYWJCIO1MG9W,Approved,Sat Dec 26 07:17:44 PST 2015,Sat Dec 26 07:20:24 PST 2015,Tue Dec 29 07:20:24 PST 2015,Sun Dec 27 07:28:36 PST 2015,,,160,100% (3/3),100% (1/1),100% (1/1),3,0.85,0.8,1.4,1.65,0.8,27,No,Male,English,1,3,0,1,1,
3Y3CZJSZ9KTQWGZZG1JS44HVB13R5W,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3TE3O8573080J3E5OKMWVHA4VU4R25,A1GKEEI844CEKI,Approved,Sat Dec 26 08:30:02 PST 2015,Sat Dec 26 08:30:49 PST 2015,Tue Dec 29 08:30:49 PST 2015,Sun Dec 27 07:28:36 PST 2015,,,47,100% (10/10),100% (9/9),100% (9/9),3,0.85,0.8,1.4,1.65,0.8,37,No,Male,English,0.38,3,0.72,0.25,0.13,
3Y3CZJSZ9KTQWGZZG1JS44HVB13R5W,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3VSOLARPKB9J0LE2Y30FN6F2VQC93X,A3PYB8Z6FFWSOV,Approved,Sat Dec 26 19:09:16 PST 2015,Sat Dec 26 19:10:10 PST 2015,Tue Dec 29 19:10:10 PST 2015,Sun Dec 27 07:28:36 PST 2015,,,54,100% (11/11),100% (9/9),100% (9/9),3,0.85,0.8,1.4,1.65,0.8,26,No,Female,English,1,3,0,1,1,
3Y3CZJSZ9KTQWGZZG1JS44HVB13R5W,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3WOKGM4L71GQQGJBH51EIYCKN9G0O1,A1QKX5CZJQONP,Approved,Sat Dec 26 13:52:53 PST 2015,Sat Dec 26 13:54:40 PST 2015,Tue Dec 29 13:54:40 PST 2015,Sun Dec 27 07:28:36 PST 2015,,,107,100% (1/1),100% (1/1),100% (1/1),3,0.85,0.8,1.4,1.65,0.8,33,No,Female,English,0.67,3,0,0.72,0.72,
3XAOZ9UYRZRRWXJG2ZSGWOU93ZVQ1B,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,32EYX73OY0993FN774W2105WEQRUR4,A1LTRUIMP3O0HG,Approved,Sun Dec 27 08:38:48 PST 2015,Sun Dec 27 08:40:02 PST 2015,Wed Dec 30 08:40:02 PST 2015,2015-12-30 16:43:11 UTC,,,74,100% (1/1),100% (1/1),100% (1/1),4,0.85,0.8,1.35,1.7,0.8,26,No,Female,English,0.9,4,0,0.81,1,
3XAOZ9UYRZRRWXJG2ZSGWOU93ZVQ1B,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,33C7UALJVLYNCDHD67GIZH5UD0I18A,A1EITLFAMKA61U,Approved,Sat Dec 26 20:28:13 PST 2015,Sat Dec 26 20:31:53 PST 2015,Tue Dec 29 20:31:53 PST 2015,Sun Dec 27 07:28:31 PST 2015,,,220,100% (1/1),100% (1/1),100% (1/1),4,0.85,0.8,1.35,1.7,0.8,31,Yes,Male,english,0.85,4,0,1,1,
3XAOZ9UYRZRRWXJG2ZSGWOU93ZVQ1B,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,36ZN444YTRY1XB0RLVQKO2CG93LIO2,A2O7FZKP2KMHQM,Approved,Sat Dec 26 09:43:21 PST 2015,Sat Dec 26 09:47:06 PST 2015,Tue Dec 29 09:47:06 PST 2015,Sun Dec 27 07:28:31 PST 2015,,,225,100% (1/1),100% (1/1),100% (1/1),4,0.85,0.8,1.35,1.7,0.8,36,Yes,Female,English,0.22,4,0,0.25,0.72,
3XAOZ9UYRZRRWXJG2ZSGWOU93ZVQ1B,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,39GAF6DQWR0LNPDQE0RSRVP2O0TV1N,A2DIHPGIJBYMI0,Approved,Sun Dec 27 16:03:24 PST 2015,Sun Dec 27 16:04:53 PST 2015,Wed Dec 30 16:04:53 PST 2015,2015-12-31 00:08:09 UTC,,,89,100% (1/1),100% (1/1),100% (1/1),4,0.85,0.8,1.35,1.7,0.8,25,Yes,Female,French,0,4,0.55,0,0,
3XAOZ9UYRZRRWXJG2ZSGWOU93ZVQ1B,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3B4YI393V9W5PHVGXO17C9S4FQJSSU,A2OAZPREKF6PQR,Approved,Sat Dec 26 07:03:39 PST 2015,Sat Dec 26 07:04:03 PST 2015,Tue Dec 29 07:04:03 PST 2015,Sun Dec 27 07:28:32 PST 2015,,,24,100% (9/9),100% (9/9),100% (9/9),4,0.85,0.8,1.35,1.7,0.8,26,Yes,Female,Telugu,0,4,0,0,0,no
3XAOZ9UYRZRRWXJG2ZSGWOU93ZVQ1B,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3BQU611VFPK5FN3IFC1PEJIOVEA99U,A2460MAJX0NA82,Approved,Sat Dec 26 08:48:53 PST 2015,Sat Dec 26 08:49:56 PST 2015,Tue Dec 29 08:49:56 PST 2015,Sun Dec 27 07:28:32 PST 2015,,,63,100% (1/1),100% (1/1),100% (1/1),4,0.85,0.8,1.35,1.7,0.8,32,No,Male,English,1,4,0,1,1,thank you
3XAOZ9UYRZRRWXJG2ZSGWOU93ZVQ1B,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3E4GGUZ1T8REWZ1AY0DZU5OQ02GK2B,A2I8VBHRESMG9S,Approved,Sat Dec 26 10:32:06 PST 2015,Sat Dec 26 10:33:01 PST 2015,Tue Dec 29 10:33:01 PST 2015,Sun Dec 27 07:28:32 PST 2015,,,55,100% (9/9),100% (9/9),100% (9/9),4,0.85,0.8,1.35,1.7,0.8,58,No,Male,English,0.06,4,0,0.8,1,
3XAOZ9UYRZRRWXJG2ZSGWOU93ZVQ1B,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3FE2ERCCZX8TEXNVYQG4XZDSVM8PON,A2WTDVHVVORNDU,Approved,Sun Dec 27 05:49:38 PST 2015,Sun Dec 27 05:51:31 PST 2015,Wed Dec 30 05:51:31 PST 2015,Sun Dec 27 07:28:32 PST 2015,,,113,100% (2/2),100% (2/2),100% (2/2),4,0.85,0.8,1.35,1.7,0.8,40,Yes,Male,Bengali,0,4,0,0,0,nothing
3XAOZ9UYRZRRWXJG2ZSGWOU93ZVQ1B,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3FTOP5WARFOCP5SE1S99A2VYOJ4J07,A248ARSA6FS20S,Approved,Sat Dec 26 19:03:32 PST 2015,Sat Dec 26 19:06:12 PST 2015,Tue Dec 29 19:06:12 PST 2015,Sun Dec 27 07:28:32 PST 2015,,,160,100% (9/9),100% (9/9),100% (9/9),4,0.85,0.8,1.35,1.7,0.8,54,No,Male,English,0.63,4,0,0.7,1,None
3XAOZ9UYRZRRWXJG2ZSGWOU93ZVQ1B,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3H0W84IWBK2SEJQLH4HXXIJTSX1REE,A2HR7ZIX42FEPG,Approved,Sat Dec 26 10:45:45 PST 2015,Sat Dec 26 10:46:10 PST 2015,Tue Dec 29 10:46:10 PST 2015,Sun Dec 27 07:28:32 PST 2015,,,25,100% (9/9),100% (9/9),100% (9/9),4,0.85,0.8,1.35,1.7,0.8,28,No,Female,english,0,4,0,0.05,0.75,
3XAOZ9UYRZRRWXJG2ZSGWOU93ZVQ1B,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3ITXP059PWJCQECQAUSTK81HJCRJS0,A11S6JA98KWR8E,Approved,Sun Dec 27 12:56:05 PST 2015,Sun Dec 27 12:58:52 PST 2015,Wed Dec 30 12:58:52 PST 2015,2015-12-30 21:03:13 UTC,,,167,100% (1/1),100% (1/1),100% (1/1),4,0.85,0.8,1.35,1.7,0.8,35,No,Female,English,1,4,0,1,1,Thank you.
